code,name,nmc,mktcap,maxp5
603356,华菱精工,209343.8,209343.8,16.52
603355,莱克电气,1725464.08664,1749030.44036,31.75
603353,和顺石油,123171.386,345574.242,21.01
603351,威尔药业,303103.967832,309703.695552,24.56
603348,文灿股份,1622886.213754,1637538.825754,67.29
603345,安井食品,4749793.165368,4780402.687368,169.14
603339,四方科技,405058.498075,405058.498075,13.4
603338,浙江鼎力,2758583.244792,2758583.244792,55.0
603337,杰克股份,882206.74161,963331.232432,20.29
603336,宏辉果蔬,295264.696414,295264.696414,6.82
603335,迪生力,289853.8942,289853.8942,6.97
603333,尚纬股份,357378.36195,357378.36195,6.0
603332,苏州龙杰,198816.7608,198816.7608,12.19
603331,百达精工,221352.183822,223413.759822,12.84
603330,天洋新材,409375.83732,409375.83732,12.72
603329,上海雅仕,282427.270905,282427.270905,18.04
603328,依顿电子,708894.25381,708894.25381,7.16
603327,福蓉科技,789769.5,789769.5,15.18
603326,我乐家居,263768.60048,263768.60048,8.51
603324,盛剑环境,175522.112955,494835.7575,40.4
603322,超讯通信,283191.015,286890.861,18.24
603321,梅轮电梯,225952.0,225952.0,7.44
603320,迪贝电气,165646.93236,165646.93236,12.96
603319,湘油泵,342339.888532,345343.287892,17.15
603318,水发燃气,427152.60515,512497.36144,12.33
603317,天味食品,2114725.45876,2134562.07636,29.07
603316,诚邦股份,159879.72,159879.72,6.18
603315,福鞍股份,548962.960032,548962.960032,18.17
603313,梦百合,540623.129446,540623.129446,11.6
603311,金海高科,307650.0,307650.0,15.8
603309,维力医疗,538715.92548,545969.92548,20.38
603308,应流股份,1392936.571919,1392936.571919,20.77
603306,华懋科技,1286539.63237,1286539.63237,41.91
603305,旭升集团,2449689.199125,2449689.199125,39.66
603303,得邦照明,979167.212475,979167.212475,21.24
603301,振德医疗,967210.561152,1134282.766914,45.98
603300,华铁应急,895163.765663,983815.069563,7.28
603299,苏盐井神,863358.950765,874776.924765,11.35
603298,杭叉集团,1634025.256878,1634025.256878,19.3
603297,永新光学,1011609.4305,1016282.5225,92.87
603290,斯达半导,3009716.64047,5728296.29303,345.02
603289,泰瑞机器,298670.6288,332390.6288,12.86
603288,海天味业,37075304.129787,37075304.129787,80.5
603286,日盈电子,151931.1,151931.1,17.5
603283,赛腾股份,645835.182992,678365.407012,38.28
603280,南方路机,77754.682623,311018.727623,31.7
603279,景津装备,1690104.4966,1724282.469,30.7
603278,大业股份,220834.297082,222048.981582,7.79
603277,银都股份,743314.885,755127.78,18.58
603272,联翔股份,49740.96,198963.84,19.49
603269,海鸥股份,150212.68611,150212.68611,13.72
603268,松发股份,191344.1208,191344.1208,15.55
603267,鸿远电子,2496745.2664,2502715.6,109.0
603266,天龙股份,271878.18725,271878.18725,14.11
603261,立航科技,74728.5,304468.451004,38.86
603260,合盛硅业,9072336.0,10389329.460744,97.0
603259,药明康德,20011339.479483,23153921.783685,80.89
603258,电魂网络,508635.75,512459.4315,21.25
603256,宏和科技,634649.4,639399.51,7.71
603255,鼎际得,111945.167785,447780.667785,34.55
603239,浙江仙通,399853.44,399853.44,15.55
603238,诺邦股份,205022.895,206731.14,11.87
603237,五芳斋,111043.97175,444175.887,45.07
603236,移远通信,2035336.95852,2035336.95852,109.22
603235,天新药业,137381.64,1373753.64,32.92
603233,大参林,4113475.995384,4125817.94562,47.36
603232,格尔软件,395086.066265,395086.066265,17.5
603230,内蒙新华,101726.531,406904.973,12.14
603229,奥翔药业,1016320.894416,1016320.894416,27.0
603228,景旺电子,1793187.63264,1804643.13474,21.48
603227,雪峰科技,607980.1,668778.11,9.3
603226,菲林格尔,189477.11341,189477.11341,5.45
603225,新凤鸣,1648768.420684,1648768.420684,11.13
603223,恒通股份,829785.6,1071280.5684,21.76
603222,济民医疗,448418.4037,448418.4037,9.94
603221,爱丽家居,53737.2,212400.0,8.95
603220,中贝通信,376217.302713,379087.385152,11.43
603219,富佳股份,192775.539616,696938.0,17.6
603218,日月股份,1934218.584911,1934218.584911,20.4
603217,元利科技,224706.089244,617123.7696,30.29
603216,梦天家居,79773.76,322956.92,14.65
603215,比依股份,76297.275,305189.1,17.27
603214,爱婴室,262204.602576,262204.602576,19.29
603213,镇洋发展,210478.657263,587414.8,13.73
603212,赛伍技术,985537.06056,1488423.68168,34.78
603211,晋拓股份,96423.888,385695.552,14.5
603209,兴通股份,154800.0,619200.0,32.19
603208,江山欧派,878379.440493,878379.440493,65.88
603206,嘉环科技,127268.4,509073.579984,17.05
603203,快克股份,684244.434897,691777.121297,31.98
603201,常润股份,68284.775624,273139.095624,34.69
603200,上海洗霸,323686.067328,323686.067328,19.3
603199,九华旅游,299832.12,299832.12,28.48
603198,迎驾贡酒,4319200.0,4319200.0,56.45
603197,保隆科技,1008707.083567,1014220.323622,48.6
603196,日播时尚,182428.888304,184017.1827,7.84
603195,公牛集团,1094822.81938,8833934.8119,147.8
603192,汇得科技,284128.000683,284128.000683,20.67
603191,望变电气,193986.723308,775946.890903,25.3
603189,网达软件,423730.004628,423730.004628,16.6
603187,海容冷链,731420.515102,834509.597488,30.48
603186,华正新材,310496.037873,311179.191673,22.1
603185,上机数控,4733498.0996,4765866.2524,120.69
603182,嘉华股份,82526.84,330087.3,23.32
603181,皇马科技,846550.6,846550.6,14.88
603180,金牌厨柜,430987.234572,460919.563416,30.45
603179,新泉股份,1889757.043538,1889757.043538,44.9
603178,圣龙股份,248122.481307,254615.595837,10.95
603177,德创环保,342188.0,351606.64,17.14
603176,汇通集团,94494.6,377994.6,8.41
603171,税友股份,338901.04115,1520058.05,38.8
603170,宝立食品,120710.17,1206830.17,32.6
603169,兰石重装,915710.550398,915710.550398,7.34
603168,莎普爱思,280010.289132,323342.15634,8.95
603167,渤海轮渡,338253.186663,338253.186663,7.29
603166,福达股份,438775.674029,438775.674029,6.9
603165,荣晟环保,324650.867816,324650.867816,11.81
603163,圣晖集成,65000.0,260000.0,33.18
603161,科华控股,178889.4,178889.4,13.99
603160,汇顶科技,2407669.942237,2408096.810637,53.3
603159,上海亚虹,198520.0,198520.0,14.7
603158,腾龙股份,376443.067702,376443.067702,7.88
603156,养元饮品,2596792.8672,2596792.8672,20.9
603155,新亚强,162404.64,649618.56,29.1
603151,邦基科技,91560.0,366240.0,23.49
603150,万朗磁塑,60278.75,248348.45,30.45
603139,康惠制药,191869.48,191869.48,20.78
603138,海量数据,711063.090507,719466.33759,26.25
603136,天目湖,549195.546284,549195.546284,31.99
603133,碳元科技,258762.0924,258762.0924,12.9
603132,金徽股份,127302.0,1270422.0,13.15
603131,上海沪工,402886.574356,402886.574356,12.82
603130,云中马,129955.0,519820.0,40.38
603129,春风动力,1795436.412629,1795436.412629,132.72
603128,华贸物流,1627662.472953,1627662.472953,12.65
603127,昭衍新药,2727105.549246,3245141.419208,62.3
603126,中材节能,479853.0,479853.0,8.08
603123,翠微股份,767076.516024,939314.31804,12.14
603122,合富中国,128869.594,515478.159735,15.27
603121,华培动力,234603.864495,238333.9959,7.07
603118,共进股份,687246.758268,695346.778428,9.01
603116,红蜻蜓,314029.436,314029.436,5.57
603115,海星股份,408792.8,408792.8,17.3
603113,金能科技,843969.377643,843969.377643,9.9
603112,华翔股份,204671.684007,565256.306481,13.18
603110,东方材料,717373.29958,717373.29958,36.03
603109,神驰机电,106904.957376,334492.13784,16.14
603108,润达医疗,635178.789336,635178.789336,11.48
603106,恒银科技,331050.72,331050.72,6.7
603105,芯能科技,653500.0,653500.0,13.54
603103,横店影视,913248.0,913248.0,14.94
603102,百合股份,69440.0,277760.0,45.9
603101,汇嘉时代,296822.4,296822.4,6.42
603100,川仪股份,1241485.0,1241485.0,33.9
603099,长白山,267470.01,267470.01,10.38
603098,森特股份,1591076.335034,1591076.335034,30.38
603097,江苏华辰,77240.0,308960.0,19.79
603096,新经典,316719.487165,316719.487165,19.95
603095,越剑智能,91854.1544,324192.0,24.7
603093,南华期货,614336.354251,614336.354251,10.26
603090,宏盛股份,287100.0,287100.0,28.96
603089,正裕工业,200473.313603,200473.313603,9.19
603088,宁波精达,339474.5088,345602.05638,7.97
603087,甘李药业,1023078.263937,1942366.86,35.43
603086,先达股份,434262.36672,436100.59584,14.59
603085,天成自控,437236.237554,468975.1,11.88
603083,剑桥科技,312501.281274,316665.560274,13.47
603081,大丰实业,508994.02512,515448.75312,13.29
603080,新疆火炬,214514.0,214514.0,16.6
603079,圣达生物,235042.439334,235042.439334,14.14
603078,江化微,582135.541205,677831.624545,23.22
603076,乐惠国际,479305.037024,479305.037024,41.34
603071,物产环能,180375.5128,1002086.177832,18.28
603070,万控智造,123480.0,825258.0,21.0
603069,海汽集团,867420.0,867420.0,28.71
603068,博通集成,474139.492832,476834.452832,31.52
603067,振华股份,776304.928304,785920.960304,16.3
603066,音飞储存,288674.784,288674.784,9.65
603063,禾望电气,1371704.834976,1371704.834976,31.87
603060,国检集团,932591.71131,932591.71131,12.99
603059,倍加洁,208600.0,208600.0,21.45
603058,永吉股份,331068.776,331068.776,8.14
603057,紫燕食品,130914.0,1284204.0,32.77
603056,德邦股份,1996800.0,2136071.5376,21.29
603055,台华新材,949790.8728,955632.0356,11.44
603053,成都燃气,545745.97,864889.97,10.13
603052,可川科技,94170.0,376680.0,58.93
603051,鹿山新材,141836.498,575404.954,65.49
603050,科林电气,286787.4568,286787.4568,18.07
603048,浙江黎明,59082.48,236329.92,16.76
603045,福达合金,203952.84,203952.84,18.28
603043,广州酒家,1393669.468737,1393669.468737,27.2
603042,华脉科技,163733.246904,165728.71488,10.63
603041,美思德,221425.559628,221425.559628,12.43
603040,新坐标,248415.808086,250702.531686,19.51
603038,华立股份,160792.914266,160792.914266,8.17
603037,凯众股份,177073.4788,177073.4788,17.11
603036,如通股份,226812.633525,227508.8784,11.38
603035,常熟汽饰,850889.258987,850889.258987,23.19
603033,三维股份,1365932.741274,1394494.224174,18.3
603032,德新科技,1308225.408,1375064.208,85.34
603031,安孚科技,537824.0,537824.0,49.98
603029,天鹅股份,335025.262,335025.262,28.68
603028,赛福天,255752.64,255752.64,9.13
603027,千禾味业,2005262.73028,2005262.73028,21.5
603026,胜华新材,2140503.48,2140503.48,106.95
603025,大豪科技,1689294.98013,1691529.95913,18.79
603022,新通联,205600.0,205600.0,10.8
603021,山东华鹏,197407.95919,197407.95919,6.58
603020,爱普股份,398415.6834,402399.6627,10.66
603019,中科曙光,3515116.304002,3547305.859002,24.49
603018,华设集团,552949.527304,565486.847304,8.45
603017,中衡设计,278113.024224,278113.024224,10.78
603016,新宏泰,308024.64,308024.64,20.95
603015,弘讯科技,288208.147,288208.147,7.23
603013,亚普股份,785406.72,789405.746688,15.5
603012,创力集团,377480.08,386375.08,5.98
603011,合锻智能,474637.85952,474637.85952,10.0
603010,万盛股份,625516.451006,759966.806377,12.98
603009,北特科技,224026.73814,237479.318918,6.65
603008,喜临门,1155667.258621,1155667.258621,30.35
603006,联明股份,182861.824002,243321.31725,9.72
603005,晶方科技,1395483.09884,1397874.42044,21.51
603003,龙宇燃油,310283.933874,310283.933874,7.86
603002,宏昌电子,326867.0244,480861.60374,5.38
603001,奥康国际,264646.8,264646.8,6.68
603000,人民网,1669593.49456,1669593.49456,15.8
601999,出版传媒,333854.3082,333854.3082,6.24
601998,中信银行,17366867.1468,24956770.26507,5.16
601997,贵阳银行,2041483.094508,2091345.299472,5.73
601995,中金公司,3668285.574826,19048355.601128,39.93
601990,南京证券,3095040.634785,3151838.68407,8.8
601985,中国核电,12101957.927994,12101957.927994,6.51
601969,海南矿业,1494037.577731,1503493.082731,7.48
601968,宝钢包装,627256.777455,785196.147582,7.25
601966,玲珑轮胎,3165126.787524,3172019.289924,21.55
601965,中国汽研,1773770.930312,1824803.581192,19.09
601963,重庆银行,490886.40371,2466920.95973,7.19
601958,金钼股份,3371801.598,3371801.598,10.74
601956,东贝集团,134368.054128,383376.9016,6.2
601952,苏垦农发,1824472.0,1824472.0,13.36
601949,中国出版,962280.0,962280.0,5.68
601939,建设银行,5410822.889784,141006191.3021,5.65
601928,凤凰传媒,2081728.2,2081728.2,8.48
601921,浙版传媒,322577.578968,1697777.778372,7.72
601919,中远海控,16676526.519961,21067933.539961,13.33
601908,京运通,1728855.648476,1728855.648476,7.26
601901,方正证券,5696614.16534,5696614.16534,6.98
601900,南方传媒,739098.16695,739098.16695,8.32
601899,紫金矿业,21334963.58724,27408814.04184,10.56
601898,中煤能源,8785920.384,12728316.864,9.89
601890,亚星锚链,886485.6,886485.6,9.74
601888,中国中免,41001986.424,43446039.924,215.11
601886,江河集团,969849.76336,969849.76336,8.89
601882,海天精工,1608804.0,1608804.0,31.7
601881,中国银河,6536541.043188,10279199.46105,10.25
601878,浙商证券,4184544.129805,4184544.129805,11.05
601877,正泰电器,6219873.483043,6219873.483043,29.35
601872,招商轮船,4751993.760517,5029157.939603,6.66
601869,长飞光纤,1422590.437314,2653425.783108,35.84
601865,福莱特,6040976.984829,7657969.424829,36.5
601858,中国科传,954133.5,954133.5,15.61
601857,中国石油,85494857.087904,96635076.287904,5.35
601838,成都银行,5621331.55689,5637133.43361,15.67
601827,三峰环境,560618.441,1176465.868,7.12
601825,沪农商行,2722218.669105,5680577.778105,5.94
601816,京沪高铁,14374893.644166,25830010.905386,5.36
601811,新华文轩,827539.5755,1289363.845,10.69
601808,中海油服,5103846.832,8226224.608,18.28
601801,皖新传媒,1022451.234818,1022451.234818,5.21
601800,中国交建,11101137.476625,15276597.296625,9.87
601799,星宇股份,3775253.522085,3775253.522085,136.0
601798,蓝科高新,273341.240658,273341.240658,8.02
601788,光大证券,6344478.914536,7487919.125736,16.95
601778,晶科科技,1100085.540092,1560068.140092,5.79
601766,中国中车,13209994.340064,15583483.199784,5.59
601717,郑煤机,1950395.63977,2296231.55997,13.44
601702,华峰铝业,404110.22,1451863.4924,15.17
601700,风范股份,638287.8333,638287.8333,5.84
601699,潞安环能,5650771.9788,5650771.9788,19.44
601698,中国卫通,5120000.0,5407213.32736,13.27
601696,中银证券,1669436.84035,3194700.0,11.65
601689,拓普集团,6955015.915892,6955015.915892,70.54
601688,华泰证券,9842108.56672,12215742.830342,13.65
601686,友发集团,345042.988,877004.7558,6.22
601678,滨化股份,1111339.58904,1111339.58904,5.45
601677,明泰铝业,1594582.026349,1594582.026349,17.0
601669,中国电建,8507344.868586,11723031.185202,8.06
601668,中国建筑,24378714.005868,25034856.407868,6.17
601666,平煤股份,2831097.04047,2856976.48847,12.59
601636,旗滨集团,2814990.024057,2814990.024057,10.5
601633,长城汽车,19406753.454405,28988340.55908,33.9
601628,中国人寿,76734708.05,104155437.925,37.19
601615,明阳智能,5597277.804448,6030115.463724,27.77
601611,中国核建,2195621.056104,2208494.34567,8.57
601609,金田股份,435484.227692,1062573.939692,7.2
601607,上海医药,3668350.913508,7045365.690108,19.78
601606,长城军工,801720.8388,801720.8388,11.07
601601,中国太保,17413785.46152,24474148.66152,25.51
601595,上海电影,481815.0,481815.0,10.99
601579,会稽山,627668.32,627668.32,12.94
601577,长沙银行,1449392.140377,2819109.181554,7.02
601568,北元集团,1496917.98732,2335666.667712,5.88
601567,三星医疗,1937036.967041,1966943.244541,14.53
601566,九牧王,468903.9144,468903.9144,8.39
601555,东吴证券,3470199.337143,3470199.337143,7.11
601528,瑞丰银行,416315.781462,1035417.474434,6.95
601519,大智慧,1284477.8496,1304992.7982,6.5
601512,中新集团,683380.37,1284548.73,8.85
601456,国联证券,1157099.94738,3313174.60656,12.16
601390,中国中铁,12849393.287573,15619506.255973,6.53
601377,兴业证券,5354312.12228,5354312.12228,6.3
601369,陕鼓动力,1979421.10401,2056027.59201,12.63
601368,绿城水务,485635.19235,485635.19235,5.56
601366,利群股份,506267.839513,515788.151948,6.13
601360,三六零,5108934.685855,5108934.685855,7.21
601339,百隆东方,844500.0,844500.0,5.68
601336,新华保险,6310539.44284,9439748.0116,30.5
601330,绿色动力,705218.703733,993527.235429,7.24
601319,中国人保,19523766.12065,24323194.82065,5.64
601318,中国平安,51390160.378512,86721465.24904,47.68
601311,骆驼股份,1059350.944554,1059350.944554,9.17
601298,青岛港,3122011.425,3758346.9,5.85
601279,英利汽车,107101.22138,818850.730036,5.64
601238,广汽集团,8817568.530708,12703244.595598,12.88
601236,红塔证券,3782863.769084,3782863.769084,8.18
601233,桐昆股份,3447309.272759,3633557.075951,15.24
601231,环旭电子,3708394.576133,3752570.348449,18.0
601229,上海银行,8363957.342376,8580823.976048,6.05
601226,华电重工,739200.0,746886.4,6.98
601225,陕西煤业,19331830.0,19331830.0,20.67
601222,林洋能源,1837670.887152,1837670.887152,9.88
601211,国泰君安,10636355.998528,12754354.409968,14.53
601208,东材科技,1128294.17724,1164527.91224,13.18
601200,上海环境,1048937.737705,1048937.737705,9.42
601199,江南水务,609757.110384,609757.110384,6.89
601198,东兴证券,2669999.99952,2669999.99952,8.43
601187,厦门银行,687332.713875,1522776.791376,5.86
601186,中国铁建,10019326.8305,11827780.6465,9.08
601177,杭齿前进,343251.48,343251.48,8.65
601168,西部矿业,2628449.0,2628449.0,11.25
601166,兴业银行,36957380.170287,36957380.170287,18.06
601163,三角轮胎,1068800.0,1068800.0,13.45
601158,重庆水务,2534400.0,2534400.0,5.35
601156,东航物流,1357304.436308,2687731.556308,16.96
601155,新城控股,4869889.746104,4869889.746104,25.35
601139,深圳燃气,1993574.232342,1993599.907992,7.17
601138,工业富联,18686948.426016,18748817.466688,9.47
601137,博威合金,1124305.435506,1199288.267496,16.23
601128,常熟银行,2032732.379593,2107718.206325,7.79
601127,赛力斯,4836266.235528,7011749.638047,53.88
601126,四方股份,1194104.05038,1231955.58,15.72
601117,中国化学,5109822.762564,5480195.117436,9.27
601116,三江购物,600803.2048,600803.2048,10.97
601111,中国国航,10290882.171093,15004134.086105,10.72
601108,财通证券,3557098.559566,3557098.559566,7.77
601101,昊华能源,995038.566866,995038.566866,6.99
601100,恒立液压,8398686.24,8398686.24,67.0
601098,中南传媒,1810368.0,1810368.0,10.18
601089,福元医药,195960.0,783840.0,16.76
601088,中国神华,49390658.675225,59506217.265225,30.99
601069,西部黄金,824256.0,1199356.419456,13.45
601068,中铝国际,1366821.416178,1580141.600178,5.67
601066,中信建投,9852370.81653,20051056.050245,26.33
601058,赛轮轮胎,2915470.650664,2947072.350664,9.92
601038,一拖股份,763174.35,1443884.178375,13.53
601028,玉龙股份,2020989.48656,2020989.48656,25.84
601021,春秋航空,5286156.928584,5644269.50724,59.5
601020,华钰矿业,705151.810572,705151.810572,12.75
601019,山东出版,1362745.7,1362745.7,6.59
601015,陕西黑猫,1029418.810056,1029418.810056,5.09
601012,隆基绿能,34752817.096354,34769509.196224,48.4
601009,南京银行,9167637.26008,10753438.67104,10.45
601007,金陵饭店,387270.0,387270.0,10.19
601006,大秦铁路,10258190.3112,10258190.3112,6.93
601001,晋控煤业,2249452.8,2249452.8,14.08
600999,招商证券,10294321.312264,12062082.679922,14.02
600998,九州通,2599056.914667,2599056.914667,14.45
600997,开滦股份,1165445.090634,1165445.090634,7.39
600996,贵广网络,1292106.489212,1292106.489212,11.25
600995,南网储能,723053.3904,3876365.579182,15.55
600993,马应龙,990136.443816,991855.003191,24.5
600992,贵绳股份,555619.03,555619.03,24.89
600990,四创电子,704606.330415,719916.177435,34.83
600989,宝丰能源,3089849.58,10428037.92,14.44
600988,赤峰黄金,3183062.466114,3183062.466114,20.98
600987,航民股份,678202.833198,799673.151699,7.68
600986,浙文互联,691628.593507,691628.593507,5.45
600985,淮北矿业,3463526.1513,3463526.1513,14.54
600984,建设机械,709597.76343,761768.61855,6.18
600983,惠而浦,554135.397,554135.397,7.31
600980,北矿科技,232120.067,288664.20915,15.41
600977,中国电影,2625002.0,2625002.0,14.94
600976,健民集团,793382.941594,798593.1116,56.3
600975,新五丰,487548.661248,601365.602349,7.66
600973,宝胜股份,628485.558026,688425.856496,5.1
600971,恒源煤电,981603.995112,981603.995112,8.55
600970,中材国际,1685092.646031,2190866.205888,10.19
600969,郴电国际,298260.690104,298260.690104,8.26
600967,内蒙一机,1491944.894411,1504854.354411,8.89
600966,博汇纸业,1032043.790336,1032043.790336,7.89
600965,福成股份,585371.182825,585371.182825,7.43
600963,岳阳林纸,1021965.781377,1044639.390111,5.9
600962,国投中鲁,340348.58,340348.58,13.5
600961,株冶集团,400868.01464,400868.01464,7.71
600958,东方证券,6983966.47784,7944363.34802,9.51
600956,新天绿能,308337.753984,4463441.215818,11.17
600955,维远股份,845108.4,1273800.0,23.49
600941,中国移动,3692678.133427,164087872.37428,79.24
600938,中国海油,2921059.08211,79388929.089296,17.32
600933,爱柯迪,1696739.7706,1696739.7706,20.51
600929,雪天盐业,919687.645674,1300491.79218,9.17
600927,永安期货,264037.778584,2640377.778584,18.37
600926,杭州银行,6830073.969296,7994014.34634,13.68
600919,江苏银行,11060101.331481,11121547.58703,7.57
600918,中泰证券,1821130.529148,4864100.777688,7.08
600917,重庆燃气,1288368.0,1301069.52,8.84
600916,中国黄金,1116479.7,2281440.0,13.66
600909,华安证券,2367621.890424,2367621.890424,5.14
600908,无锡银行,944801.134797,992274.5872,5.36
600906,财达证券,1141835.328,2823150.0,9.15
600905,三峡能源,4936896.0,16484849.28,5.84
600903,贵州燃气,944749.03384,944749.03384,8.88
600901,江苏租赁,1712100.764861,1723500.353642,5.93
600900,长江电力,48371934.58221,48371934.58221,21.65
600898,国美通讯,152271.86346,172084.734558,6.8
600897,厦门空港,523549.98,523549.98,17.99
600895,张江高科,1943605.38525,1943605.38525,12.67
600894,广日股份,592503.410655,592503.410655,7.0
600893,航发动力,11139609.05585,12021830.01338,45.96
600889,南京化纤,192331.65525,192331.65525,5.31
600888,新疆众和,1167127.43538,1180326.65298,8.8
600887,伊利股份,19668309.614696,19953158.701524,31.59
600886,国投电力,7620665.441618,8154872.697918,11.14
600885,宏发股份,3607652.18186,3607652.18186,35.62
600884,杉杉股份,3410636.108352,4401813.418248,19.76
600883,博闻科技,185565.168,185565.168,7.94
600882,妙可蓝多,1327780.47035,1666922.72481,33.39
600880,博瑞传播,574933.87205,575092.680392,5.75
600879,航天电子,1898051.356232,1898051.356232,7.01
600877,声光电科,1268300.937162,1846116.538521,15.8
600876,洛阳玻璃,831818.394825,1404343.044525,22.35
600875,东方电气,4313505.4357,6705436.76355,24.35
600874,创业环保,708872.93636,1023912.59142,6.58
600873,梅花生物,3085059.963258,3085059.963258,10.25
600872,中炬高新,3183128.72535,3183128.72535,42.54
600869,远东股份,1249495.595998,1249495.595998,5.79
600867,通化东宝,1850561.10729,1854121.14729,9.41
600866,星湖科技,494403.822054,494403.822054,6.79
600865,百大集团,360814.463044,360814.463044,9.7
600864,哈投股份,1061090.9652,1061090.9652,5.2
600862,中航高科,3334959.562158,3334959.562158,24.87
600861,北京城乡,698238.107596,698238.107596,22.78
600860,京城股份,499100.0,840512.2814,16.66
600859,王府井,2986265.275506,3099820.050681,28.04
600858,银座股份,317774.489806,319320.885646,6.23
600857,宁波中百,264024.544663,264024.544663,12.1
600855,航天长峰,431130.130816,554925.818832,12.64
600851,海欣股份,532246.60531,870287.874932,7.52
600850,电科数字,1247987.858104,1540732.204154,23.45
600848,上海临港,3023511.200799,3185901.086052,12.95
600847,万里股份,245106.5526,245106.5526,16.52
600846,同济科技,544167.280436,544167.280436,8.8
600845,宝信软件,5879221.216,8082576.63763,41.66
600843,上工申贝,250564.93782,380830.90032,5.37
600841,动力新科,338480.747136,1096392.011904,6.94
600838,上海九百,285828.852453,285828.852453,7.37
600837,海通证券,8092523.63616,11914550.4,9.25
600836,上海易连,470992.094976,476309.174976,7.42
600835,上海机电,982322.2374,1245696.477144,12.35
600834,申通地铁,413412.72973,413412.72973,8.75
600833,第一医药,292466.200917,292466.200917,14.3
600831,广电网络,422042.308578,422042.308578,6.15
600830,香溢融通,295309.78555,295309.78555,7.07
600829,人民同泰,449413.662675,449413.662675,8.34
600827,百联股份,1915713.20448,2130296.731698,12.33
600826,兰生股份,397860.772944,507721.285415,9.99
600822,上海物贸,341479.496696,427528.651868,8.75
600821,金开新能,901525.278016,1406073.470912,7.44
600820,隧道股份,1741829.236076,1741829.236076,5.62
600819,耀皮玻璃,374455.449567,468392.950569,5.06
600818,中路股份,709114.5718,957914.7718,34.16
600817,宇通重工,184565.091963,531433.176001,9.95
600814,杭州解百,514104.239002,529526.789002,7.32
600812,华北制药,1055130.659663,1110077.54939,6.72
600810,神马股份,569082.85843,832208.171578,8.07
600809,山西汾酒,33365336.8028,33430011.7628,280.8
600803,新奥股份,2622565.670945,5562099.379565,18.88
600802,福建水泥,261201.588,261201.588,5.8
600801,华新水泥,2113637.53496,3253922.97496,15.96
600797,浙大网新,662754.98079,662754.98079,6.58
600796,钱江生化,169990.809216,488754.372024,5.74
600793,宜宾纸业,231921.146622,231921.146622,13.47
600791,京能置业,229323.043872,229610.16,5.94
600789,鲁抗医药,617066.560074,617066.560074,7.29
600787,中储股份,1189203.610936,1199063.937144,5.55
600785,新华百货,376578.60632,376578.60632,17.26
600784,鲁银投资,385224.579588,458092.243806,7.0
600783,鲁信创投,983298.627374,983298.627374,13.54
600780,通宝能源,780768.218163,780768.218163,7.07
600779,水井坊,3349182.467484,3349182.467484,70.89
600778,友好集团,239324.244258,239536.849688,7.96
600776,东方通信,965560.06464,1268560.06464,10.29
600775,南京熊猫,741709.736016,1008877.736016,11.36
600774,汉商集团,377987.611942,378231.539364,12.99
600773,西藏城投,1645059.113208,1645059.113208,21.8
600771,广誉远,1445495.109786,1445495.109786,30.36
600770,综艺股份,993200.0,993200.0,7.77
600769,祥龙电业,314980.848,314980.848,8.74
600768,宁波富邦,133479.7056,133479.7056,10.09
600766,园城黄金,421216.227432,421770.652182,18.87
600765,中航重机,3917583.932076,4319710.86006,30.56
600764,中国海防,1185587.37457,1698404.23254,24.28
600763,通策医疗,4565272.32,4565272.32,143.88
600761,安徽合力,1034032.580394,1034032.580394,14.26
600760,中航沈飞,12027828.819825,12027828.819825,65.5
600757,长江传媒,705041.816843,705130.808613,5.91
600756,浪潮软件,487768.623265,487768.623265,15.84
600755,厦门国贸,1613896.406535,1749781.291815,7.99
600754,锦江酒店,5072944.54965,5938744.54965,57.55
600753,东方银星,278476.8,298247.791625,13.5
600750,江中药业,962992.735152,972074.543152,15.99
600749,西藏旅游,282345.103148,282345.103148,12.79
600746,江苏索普,386406.605207,1063904.867324,9.19
600745,闻泰科技,7173468.993912,7193890.791672,58.85
600742,一汽富维,623554.598507,678198.406513,9.4
600741,华域汽车,5860913.886256,5860913.886256,18.78
600740,山西焦化,1501402.996244,1501402.996244,5.93
600739,辽宁成大,2081935.059576,2081935.059576,13.84
600738,丽尚国潮,546366.373252,546839.384532,7.09
600737,中粮糖业,1563498.054668,1563498.054668,7.41
600735,新华锦,277028.94583,282136.068102,6.78
600733,北汽蓝谷,2546871.111561,2791038.89463,6.73
600732,爱旭股份,3428282.453127,4635868.151782,44.1
600731,湖南海利,362369.389002,362966.553288,7.92
600730,中国高科,418872.385428,418872.385428,7.32
600729,重庆百货,922122.887175,932982.827175,24.39
600728,佳都科技,1019811.193779,1032557.534839,5.98
600727,鲁北化工,315206.132529,378994.107795,7.19
600722,金牛化工,357167.8299,357167.8299,5.27
600721,百花医药,255577.878045,255577.878045,7.04
600720,祁连山,881720.812432,881865.760352,11.55
600718,东软集团,1337314.552948,1359167.353005,11.46
600714,金瑞矿业,278378.279718,278378.279718,10.28
600713,南京医药,592676.797836,745569.241828,6.15
600711,盛屯矿业,1747172.928384,1960110.84672,6.29
600710,苏美达,837626.387194,837626.387194,6.49
600706,曲江文旅,259973.326795,261946.399195,10.65
600703,三安光电,7569556.666368,8313657.467648,18.7
600702,舍得酒业,5471391.438537,5492874.509197,171.0
600699,均胜电子,2028869.497392,2028869.497392,15.34
